Date,Hour,MachineID,ProductID,LocationID,PlannedUnits,ActualUnits,DowntimeMinutes,DefectUnits
2025-02-20,23,M08,P01,L02,175,139,27,4
2025-02-20,23,M09,P01,L03,123,99,25,4
2025-02-20,23,M10,P04,L03,139,150,18,5
2025-02-20,24,M01,P05,L02,196,182,18,4
2025-02-20,24,M02,P03,L05,168,180,10,6
2025-02-20,24,M03,P01,L02,174,131,4,6
2025-02-20,24,M04,P01,L01,110,155,9,3
2025-02-20,24,M05,P01,L03,119,84,14,7
2025-02-20,24,M06,P04,L02,177,98,9,7
2025-02-20,24,M07,P02,L04,184,194,3,8
2025-02-20,24,M08,P05,L03,113,151,28,8
2025-02-20,24,M09,P04,L03,156,191,11,1
2025-02-20,24,M10,P02,L04,199,127,17,2
2025-02-21,1,M01,P03,L05,126,146,12,5
2025-02-21,1,M02,P01,L03,118,122,2,2
2025-02-21,1,M03,P05,L05,140,133,0,8
2025-02-21,1,M04,P04,L03,178,178,23,3
2025-02-21,1,M05,P03,L01,113,165,6,7
2025-02-21,1,M06,P05,L01,140,114,20,5
2025-02-21,1,M07,P04,L05,117,100,9,0
2025-02-21,1,M08,P05,L01,183,192,17,4
2025-02-21,1,M09,P04,L05,168,138,9,5
2025-02-21,1,M10,P03,L03,141,164,23,5
2025-02-21,2,M01,P01,L02,165,117,26,1
2025-02-21,2,M02,P01,L02,167,187,7,8
2025-02-21,2,M03,P03,L02,191,173,23,3
2025-02-21,2,M04,P02,L01,120,106,22,4
2025-02-21,2,M05,P05,L03,198,165,26,3
2025-02-21,2,M06,P02,L02,151,197,28,5
2025-02-21,2,M07,P01,L03,136,137,18,3
2025-02-21,2,M08,P01,L05,160,187,24,3
2025-02-21,2,M09,P03,L05,129,139,17,7
2025-02-21,2,M10,P05,L04,173,126,6,1
2025-02-21,3,M01,P01,L03,139,169,11,2
2025-02-21,3,M02,P03,L04,151,159,6,6
2025-02-21,3,M03,P03,L04,196,110,10,0
2025-02-21,3,M04,P03,L02,197,193,23,7
2025-02-21,3,M05,P03,L05,152,173,6,4
2025-02-21,3,M06,P04,L02,177,105,21,8
2025-02-21,3,M07,P02,L04,175,192,7,3
2025-02-21,3,M08,P01,L03,175,172,27,7
2025-02-21,3,M09,P05,L01,177,139,14,8
2025-02-21,3,M10,P05,L05,131,165,22,2
2025-02-21,4,M01,P01,L01,125,188,28,1
2025-02-21,4,M02,P04,L04,196,163,2,1
2025-02-21,4,M03,P02,L03,156,152,13,7
2025-02-21,4,M04,P03,L02,185,109,3,9
2025-02-21,4,M05,P02,L02,106,106,15,0
2025-02-21,4,M06,P05,L05,125,199,17,0
2025-02-21,4,M07,P02,L05,177,181,14,3
2025-02-21,4,M08,P04,L05,188,88,14,4
2025-02-21,4,M09,P05,L03,175,170,6,3
2025-02-21,4,M10,P02,L04,134,145,25,3
2025-02-21,5,M01,P05,L01,100,171,20,5
2025-02-21,5,M02,P04,L05,109,188,21,4
2025-02-21,5,M03,P03,L05,125,98,18,3
2025-02-21,5,M04,P01,L02,106,97,8,5
2025-02-21,5,M05,P01,L05,178,152,5,6
2025-02-21,5,M06,P05,L01,131,180,2,8
2025-02-21,5,M07,P04,L02,166,120,18,0
2025-02-21,5,M08,P03,L01,180,118,8,3
2025-02-21,5,M09,P05,L02,103,164,4,1
2025-02-21,5,M10,P01,L04,125,152,29,8
2025-02-21,6,M01,P04,L01,160,124,19,9
2025-02-21,6,M02,P01,L01,130,125,16,2
2025-02-21,6,M03,P03,L02,199,154,15,1
2025-02-21,6,M04,P03,L03,172,168,25,6
2025-02-21,6,M05,P03,L02,177,191,7,8
2025-02-21,6,M06,P01,L04,167,124,1,6
2025-02-21,6,M07,P02,L01,121,148,16,4
2025-02-21,6,M08,P03,L02,193,134,3,9
2025-02-21,6,M09,P02,L03,173,192,4,6
2025-02-21,6,M10,P01,L05,156,177,15,7
2025-02-21,7,M01,P02,L05,146,102,10,6
2025-02-21,7,M02,P05,L01,198,110,28,3
2025-02-21,7,M03,P03,L03,133,182,25,4
2025-02-21,7,M04,P02,L01,117,157,5,5
2025-02-21,7,M05,P02,L03,116,111,28,2
2025-02-21,7,M06,P01,L04,145,150,18,7
2025-02-21,7,M07,P04,L05,193,117,7,8
2025-02-21,7,M08,P02,L02,131,169,20,0
2025-02-21,7,M09,P02,L01,129,88,11,0
2025-02-21,7,M10,P02,L02,173,121,6,7
2025-02-21,8,M01,P04,L02,132,106,10,2
2025-02-21,8,M02,P03,L02,127,181,9,2
2025-02-21,8,M03,P05,L02,115,179,0,5
2025-02-21,8,M04,P04,L02,168,164,3,2
2025-02-21,8,M05,P03,L04,134,195,12,8
2025-02-21,8,M06,P04,L01,127,117,23,3
2025-02-21,8,M07,P01,L05,195,160,16,4
2025-02-21,8,M08,P02,L01,172,99,1,2
2025-02-21,8,M09,P03,L01,182,188,23,3
2025-02-21,8,M10,P03,L04,120,185,15,8
2025-02-21,9,M01,P01,L02,120,102,28,1
2025-02-21,9,M02,P01,L04,144,140,26,2
2025-02-21,9,M03,P03,L02,164,94,15,9
2025-02-21,9,M04,P05,L04,199,122,15,4
2025-02-21,9,M05,P03,L03,178,81,23,6
2025-02-21,9,M06,P01,L04,143,188,24,2
2025-02-21,9,M07,P01,L03,142,147,25,1
2025-02-21,9,M08,P03,L04,158,156,16,2
2025-02-21,9,M09,P03,L04,153,155,11,1
2025-02-21,9,M10,P05,L03,153,127,2,3
2025-02-21,10,M01,P03,L02,155,155,4,0
2025-02-21,10,M02,P03,L01,124,151,26,2
2025-02-21,10,M03,P04,L04,154,88,21,1
2025-02-21,10,M04,P03,L05,138,162,27,7
2025-02-21,10,M05,P03,L03,168,191,28,2
2025-02-21,10,M06,P01,L05,195,164,9,9
2025-02-21,10,M07,P03,L03,163,131,12,9
2025-02-21,10,M08,P03,L04,178,117,21,0
2025-02-21,10,M09,P04,L05,148,158,6,6
2025-02-21,10,M10,P02,L03,183,98,26,7
2025-02-21,11,M01,P02,L02,149,128,8,2
2025-02-21,11,M02,P01,L04,126,85,23,5
2025-02-21,11,M03,P02,L01,161,146,5,9
2025-02-21,11,M04,P04,L05,141,139,18,7
2025-02-21,11,M05,P04,L05,178,173,0,5
2025-02-21,11,M06,P05,L03,172,150,23,8
2025-02-21,11,M07,P02,L05,184,100,14,3
2025-02-21,11,M08,P03,L02,137,131,1,4
2025-02-21,11,M09,P04,L04,106,80,18,9
2025-02-21,11,M10,P02,L02,154,196,12,2
2025-02-21,12,M01,P01,L01,102,177,2,8
2025-02-21,12,M02,P03,L05,119,100,19,1
2025-02-21,12,M03,P01,L03,101,196,10,8
2025-02-21,12,M04,P03,L01,189,143,13,8
2025-02-21,12,M05,P03,L03,113,99,2,6
2025-02-21,12,M06,P04,L01,156,81,1,8
2025-02-21,12,M07,P05,L05,188,170,19,0
2025-02-21,12,M08,P02,L03,135,183,11,6
2025-02-21,12,M09,P01,L02,144,187,6,9
2025-02-21,12,M10,P03,L05,195,103,20,9
2025-02-21,13,M01,P01,L05,149,151,6,7
2025-02-21,13,M02,P04,L03,138,175,20,6
2025-02-21,13,M03,P02,L04,175,181,5,5
2025-02-21,13,M04,P02,L01,189,196,15,6
2025-02-21,13,M05,P01,L02,120,136,18,1
2025-02-21,13,M06,P02,L02,180,161,21,7
2025-02-21,13,M07,P02,L04,168,175,28,2
2025-02-21,13,M08,P03,L05,151,132,13,6
2025-02-21,13,M09,P03,L02,166,132,13,8
2025-02-21,13,M10,P01,L01,182,91,6,0
2025-02-21,14,M01,P03,L05,113,166,7,3
2025-02-21,14,M02,P01,L04,136,169,3,8
2025-02-21,14,M03,P04,L03,189,194,2,6
2025-02-21,14,M04,P05,L05,129,99,25,7
2025-02-21,14,M05,P03,L01,188,106,24,4
2025-02-21,14,M06,P04,L01,131,123,17,1
2025-02-21,14,M07,P01,L02,182,141,15,7
2025-02-21,14,M08,P05,L02,127,83,20,3
2025-02-21,14,M09,P05,L01,194,160,5,7
2025-02-21,14,M10,P05,L04,184,103,29,5
2025-02-21,15,M01,P04,L05,175,99,9,1
2025-02-21,15,M02,P05,L03,103,132,13,0
2025-02-21,15,M03,P04,L01,149,190,10,1
2025-02-21,15,M04,P02,L05,135,157,21,1
2025-02-21,15,M05,P04,L01,170,179,3,1
2025-02-21,15,M06,P02,L01,169,178,26,2
2025-02-21,15,M07,P05,L05,120,184,23,3
2025-02-21,15,M08,P03,L05,169,174,14,7
2025-02-21,15,M09,P04,L02,128,140,18,6
2025-02-21,15,M10,P05,L04,167,185,27,0
2025-02-21,16,M01,P02,L04,125,119,13,6
2025-02-21,16,M02,P03,L03,170,192,4,1
2025-02-21,16,M03,P03,L02,149,163,19,0
2025-02-21,16,M04,P01,L04,151,112,6,7
2025-02-21,16,M05,P01,L05,129,175,6,3
2025-02-21,16,M06,P03,L01,107,145,4,2
2025-02-21,16,M07,P05,L05,185,144,6,9
2025-02-21,16,M08,P01,L01,167,191,8,7
2025-02-21,16,M09,P03,L02,185,192,9,0
2025-02-21,16,M10,P01,L05,127,180,1,0
2025-02-21,17,M01,P05,L05,158,188,29,1
2025-02-21,17,M02,P05,L01,194,170,24,3
2025-02-21,17,M03,P05,L05,174,177,26,1
2025-02-21,17,M04,P05,L01,159,191,2,5
2025-02-21,17,M05,P04,L04,152,182,6,0
2025-02-21,17,M06,P02,L04,105,182,1,1
2025-02-21,17,M07,P03,L02,138,184,18,2
2025-02-21,17,M08,P01,L02,123,104,11,2
2025-02-21,17,M09,P05,L01,153,194,13,7
2025-02-21,17,M10,P05,L01,104,81,14,6
2025-02-21,18,M01,P04,L04,116,110,0,5
2025-02-21,18,M02,P05,L04,172,165,9,7
2025-02-21,18,M03,P04,L02,180,112,13,5
2025-02-21,18,M04,P01,L05,183,192,5,0
2025-02-21,18,M05,P04,L02,174,179,19,5
2025-02-21,18,M06,P03,L03,165,140,27,3
2025-02-21,18,M07,P04,L04,181,91,26,2
2025-02-21,18,M08,P02,L01,124,171,14,9
2025-02-21,18,M09,P05,L02,179,132,7,0
2025-02-21,18,M10,P03,L01,153,166,13,6
2025-02-21,19,M01,P02,L03,119,143,24,9
2025-02-21,19,M02,P04,L05,184,133,22,4
2025-02-21,19,M03,P02,L04,120,175,4,5
2025-02-21,19,M04,P01,L04,135,100,20,2
2025-02-21,19,M05,P04,L03,180,173,3,8
2025-02-21,19,M06,P05,L02,173,195,24,8
2025-02-21,19,M07,P03,L02,118,101,17,2
2025-02-21,19,M08,P04,L01,121,192,29,0
2025-02-21,19,M09,P04,L05,192,86,10,2
2025-02-21,19,M10,P02,L01,132,174,23,5
2025-02-21,20,M01,P04,L05,147,153,24,4
2025-02-21,20,M02,P03,L05,164,160,13,6
2025-02-21,20,M03,P01,L05,105,182,10,9
2025-02-21,20,M04,P03,L05,182,107,1,0
2025-02-21,20,M05,P05,L03,108,161,29,3
2025-02-21,20,M06,P04,L03,167,119,10,2
2025-02-21,20,M07,P04,L03,169,174,26,2
2025-02-21,20,M08,P04,L05,158,115,1,8
2025-02-21,20,M09,P05,L05,186,123,18,5
2025-02-21,20,M10,P05,L01,120,136,27,4
2025-02-21,21,M01,P04,L03,174,142,21,1
2025-02-21,21,M02,P05,L01,140,160,18,1
2025-02-21,21,M03,P03,L01,121,170,5,4
2025-02-21,21,M04,P04,L04,146,97,6,5
2025-02-21,21,M05,P04,L03,106,120,9,0
2025-02-21,21,M06,P03,L04,127,137,23,1
2025-02-21,21,M07,P01,L01,149,166,6,0
2025-02-21,21,M08,P02,L05,164,134,5,3
2025-02-21,21,M09,P05,L03,120,130,29,5
2025-02-21,21,M10,P03,L04,103,178,27,5
2025-02-21,22,M01,P03,L01,179,109,0,6
2025-02-21,22,M02,P05,L04,183,146,22,1
2025-02-21,22,M03,P04,L03,101,127,25,7
2025-02-21,22,M04,P05,L03,158,147,20,3
2025-02-21,22,M05,P01,L05,132,187,18,5
2025-02-21,22,M06,P03,L01,195,171,27,3
2025-02-21,22,M07,P02,L05,196,185,17,6
2025-02-21,22,M08,P01,L01,185,144,15,3
2025-02-21,22,M09,P01,L04,144,89,8,0
2025-02-21,22,M10,P03,L02,132,144,19,1
2025-02-21,23,M01,P01,L01,134,161,0,8
2025-02-21,23,M02,P03,L05,187,182,12,6
2025-02-21,23,M03,P03,L01,162,151,21,7
2025-02-21,23,M04,P01,L04,126,143,12,2
2025-02-21,23,M05,P03,L02,112,160,29,4
2025-02-21,23,M06,P04,L05,147,181,8,7
2025-02-21,23,M07,P03,L04,164,168,7,5
2025-02-21,23,M08,P03,L03,120,157,29,8
2025-02-21,23,M09,P05,L02,188,191,10,9
2025-02-21,23,M10,P04,L01,136,168,11,2
2025-02-21,24,M01,P04,L03,156,194,28,8
2025-02-21,24,M02,P02,L04,178,175,2,7
2025-02-21,24,M03,P04,L02,129,184,18,0
2025-02-21,24,M04,P01,L05,159,195,20,6
2025-02-21,24,M05,P04,L01,103,171,19,9
2025-02-21,24,M06,P02,L03,103,158,5,0
2025-02-21,24,M07,P05,L02,179,112,1,2
2025-02-21,24,M08,P05,L02,151,172,19,9
2025-02-21,24,M09,P05,L02,180,82,29,3
2025-02-21,24,M10,P05,L03,101,147,11,5
2025-02-22,1,M01,P04,L04,126,170,29,6
2025-02-22,1,M02,P02,L05,161,157,17,6
2025-02-22,1,M03,P04,L01,141,179,9,5
2025-02-22,1,M04,P02,L01,153,184,9,2
2025-02-22,1,M05,P05,L04,155,156,9,5
2025-02-22,1,M06,P03,L04,182,88,12,5
2025-02-22,1,M07,P05,L04,191,120,6,4
2025-02-22,1,M08,P01,L03,193,158,12,2
2025-02-22,1,M09,P04,L03,157,102,20,4
2025-02-22,1,M10,P03,L04,117,147,28,7
2025-02-22,2,M01,P05,L04,133,183,6,1
2025-02-22,2,M02,P01,L05,110,155,7,6
2025-02-22,2,M03,P01,L03,125,130,0,9
2025-02-22,2,M04,P02,L03,197,183,16,8
2025-02-22,2,M05,P01,L04,131,100,20,1
2025-02-22,2,M06,P04,L01,140,151,6,3
2025-02-22,2,M07,P05,L02,140,120,4,4
2025-02-22,2,M08,P03,L03,136,143,26,0
2025-02-22,2,M09,P01,L05,184,86,9,8
2025-02-22,2,M10,P04,L05,176,129,20,9
2025-02-22,3,M01,P01,L03,125,179,16,4
2025-02-22,3,M02,P02,L05,178,123,1,6
2025-02-22,3,M03,P02,L04,195,146,2,1
2025-02-22,3,M04,P05,L01,124,116,3,2
2025-02-22,3,M05,P05,L03,182,176,17,6
2025-02-22,3,M06,P04,L03,109,196,7,1
2025-02-22,3,M07,P05,L02,117,91,13,8
2025-02-22,3,M08,P01,L02,151,155,6,1
2025-02-22,3,M09,P02,L03,124,91,16,0
2025-02-22,3,M10,P04,L05,127,151,21,3
2025-02-22,4,M01,P05,L02,173,143,14,2
2025-02-22,4,M02,P01,L03,190,167,9,2
2025-02-22,4,M03,P04,L01,163,112,0,0
2025-02-22,4,M04,P04,L02,148,187,5,6
2025-02-22,4,M05,P02,L01,164,141,10,9
2025-02-22,4,M06,P01,L01,164,122,23,2
2025-02-22,4,M07,P03,L01,159,93,22,0
2025-02-22,4,M08,P05,L01,144,81,19,7
2025-02-22,4,M09,P02,L04,136,94,1,4
2025-02-22,4,M10,P02,L01,121,92,24,6
2025-02-22,5,M01,P03,L03,114,155,12,0
2025-02-22,5,M02,P01,L05,139,126,21,7
2025-02-22,5,M03,P04,L03,146,165,15,6
2025-02-22,5,M04,P05,L02,122,105,5,1
2025-02-22,5,M05,P03,L02,137,121,27,0
2025-02-22,5,M06,P02,L03,158,194,1,2
2025-02-22,5,M07,P04,L04,197,129,14,1
2025-02-22,5,M08,P04,L05,159,105,2,8
2025-02-22,5,M09,P02,L01,117,123,6,2
2025-02-22,5,M10,P01,L04,143,120,21,0
2025-02-22,6,M01,P01,L01,114,154,4,6
2025-02-22,6,M02,P05,L03,144,130,9,6
2025-02-22,6,M03,P05,L04,186,158,17,3
2025-02-22,6,M04,P05,L03,119,121,14,7
2025-02-22,6,M05,P04,L03,188,132,1,7
2025-02-22,6,M06,P05,L02,160,80,24,1
2025-02-22,6,M07,P05,L04,108,191,0,8
2025-02-22,6,M08,P02,L04,147,118,17,8
2025-02-22,6,M09,P04,L04,101,180,8,3
2025-02-22,6,M10,P03,L05,169,160,29,2
2025-02-22,7,M01,P02,L02,179,117,25,3
2025-02-22,7,M02,P05,L04,134,113,9,7
2025-02-22,7,M03,P04,L04,111,184,26,2
2025-02-22,7,M04,P02,L01,153,94,13,4
2025-02-22,7,M05,P02,L05,192,123,26,5
2025-02-22,7,M06,P05,L04,128,186,14,5
2025-02-22,7,M07,P03,L04,187,143,13,4
2025-02-22,7,M08,P03,L03,184,134,10,3
2025-02-22,7,M09,P03,L05,155,169,3,3
2025-02-22,7,M10,P01,L04,139,159,20,8
2025-02-22,8,M01,P05,L03,177,123,11,3
2025-02-22,8,M02,P03,L04,106,121,29,4
2025-02-22,8,M03,P05,L02,145,195,5,0
2025-02-22,8,M04,P05,L03,159,160,3,6
2025-02-22,8,M05,P01,L03,113,164,21,4
2025-02-22,8,M06,P05,L05,195,136,2,8
2025-02-22,8,M07,P03,L05,141,134,5,7
2025-02-22,8,M08,P05,L01,185,97,9,3
2025-02-22,8,M09,P03,L03,109,80,24,3
2025-02-22,8,M10,P05,L03,103,179,28,4
2025-02-22,9,M01,P05,L02,160,191,27,8
2025-02-22,9,M02,P01,L01,136,161,3,6
2025-02-22,9,M03,P03,L02,114,196,15,5
2025-02-22,9,M04,P01,L03,105,155,1,8
2025-02-22,9,M05,P01,L04,160,194,23,4
2025-02-22,9,M06,P03,L03,106,133,17,9
2025-02-22,9,M07,P04,L05,171,107,20,6
2025-02-22,9,M08,P02,L03,152,171,18,2
2025-02-22,9,M09,P01,L04,166,182,26,8
2025-02-22,9,M10,P04,L01,138,165,19,2
2025-02-22,10,M01,P05,L04,165,120,17,3
2025-02-22,10,M02,P03,L04,169,103,3,4
2025-02-22,10,M03,P04,L04,152,184,7,1
2025-02-22,10,M04,P02,L04,173,146,16,1
2025-02-22,10,M05,P05,L03,144,188,5,6
2025-02-22,10,M06,P05,L05,126,199,0,8
2025-02-22,10,M07,P03,L03,199,177,29,5
2025-02-22,10,M08,P04,L02,123,86,16,4
2025-02-22,10,M09,P03,L01,154,113,0,8
2025-02-22,10,M10,P05,L05,133,138,13,3
2025-02-22,11,M01,P05,L02,111,101,8,7
2025-02-22,11,M02,P02,L04,158,138,3,3
2025-02-22,11,M03,P05,L04,179,186,18,1
2025-02-22,11,M04,P01,L02,167,105,8,8
2025-02-22,11,M05,P05,L03,152,117,19,5
2025-02-22,11,M06,P05,L04,187,135,18,5
2025-02-22,11,M07,P05,L01,186,132,18,1
2025-02-22,11,M08,P02,L04,172,97,15,6
2025-02-22,11,M09,P04,L01,150,102,0,5
2025-02-22,11,M10,P02,L03,125,96,20,5
2025-02-22,12,M01,P02,L03,119,173,2,0
2025-02-22,12,M02,P03,L01,175,81,1,9
2025-02-22,12,M03,P05,L05,127,166,15,4
2025-02-22,12,M04,P02,L03,169,162,11,7
2025-02-22,12,M05,P03,L05,110,118,8,7
2025-02-22,12,M06,P05,L03,181,174,9,9
2025-02-22,12,M07,P02,L05,129,182,29,9
2025-02-22,12,M08,P04,L04,156,197,8,2
2025-02-22,12,M09,P01,L03,165,158,10,9
2025-02-22,12,M10,P01,L02,131,83,21,3
2025-02-22,13,M01,P04,L05,156,193,0,6
2025-02-22,13,M02,P05,L05,104,129,28,5
2025-02-22,13,M03,P05,L05,137,125,1,4
2025-02-22,13,M04,P01,L03,128,151,0,6
2025-02-22,13,M05,P05,L05,158,158,21,3
2025-02-22,13,M06,P02,L02,147,192,10,6
2025-02-22,13,M07,P01,L02,180,176,1,0
2025-02-22,13,M08,P04,L05,111,108,9,9
2025-02-22,13,M09,P02,L03,182,136,17,1
2025-02-22,13,M10,P01,L05,145,101,10,0
2025-02-22,14,M01,P05,L04,167,93,2,1
2025-02-22,14,M02,P02,L02,126,83,2,5
2025-02-22,14,M03,P05,L02,179,114,18,3
2025-02-22,14,M04,P03,L05,194,152,12,4
2025-02-22,14,M05,P01,L01,176,113,28,3
2025-02-22,14,M06,P01,L02,133,104,24,0
2025-02-22,14,M07,P04,L04,121,139,21,8
2025-02-22,14,M08,P02,L05,144,151,0,4
2025-02-22,14,M09,P03,L02,110,197,29,4
2025-02-22,14,M10,P04,L04,192,169,28,3
2025-02-22,15,M01,P01,L03,107,95,10,4
2025-02-22,15,M02,P05,L01,107,133,25,7
2025-02-22,15,M03,P01,L05,165,150,29,0
2025-02-22,15,M04,P04,L02,194,144,27,7
2025-02-22,15,M05,P05,L04,174,185,15,8
2025-02-22,15,M06,P05,L04,163,159,0,5
2025-02-22,15,M07,P01,L05,176,116,2,9
2025-02-22,15,M08,P01,L02,116,181,13,2
2025-02-22,15,M09,P02,L01,170,184,14,2
2025-02-22,15,M10,P03,L03,116,140,24,8
2025-02-22,16,M01,P01,L01,132,98,14,2
2025-02-22,16,M02,P04,L01,195,175,7,5
2025-02-22,16,M03,P05,L04,159,177,9,0
2025-02-22,16,M04,P02,L04,143,130,28,2
2025-02-22,16,M05,P05,L03,100,92,8,1
2025-02-22,16,M06,P02,L04,125,129,14,0
2025-02-22,16,M07,P01,L05,116,118,10,8
2025-02-22,16,M08,P02,L01,153,175,10,4
2025-02-22,16,M09,P02,L03,181,166,19,6
2025-02-22,16,M10,P01,L02,127,163,8,6
2025-02-22,17,M01,P02,L02,132,137,24,1
2025-02-22,17,M02,P03,L02,191,156,18,2
2025-02-22,17,M03,P03,L04,116,122,28,0
2025-02-22,17,M04,P04,L04,151,191,0,3
2025-02-22,17,M05,P02,L05,179,182,21,1
2025-02-22,17,M06,P04,L02,116,191,19,1
2025-02-22,17,M07,P04,L05,127,131,15,0
2025-02-22,17,M08,P05,L05,144,116,17,3
2025-02-22,17,M09,P03,L05,110,165,22,9
2025-02-22,17,M10,P03,L03,150,185,27,1
2025-02-22,18,M01,P01,L01,102,82,7,5
2025-02-22,18,M02,P01,L03,150,83,16,2
2025-02-22,18,M03,P04,L04,148,136,21,8
2025-02-22,18,M04,P01,L04,114,198,8,5
2025-02-22,18,M05,P01,L04,124,118,16,3
2025-02-22,18,M06,P02,L05,150,97,13,3
2025-02-22,18,M07,P04,L05,180,109,18,1
2025-02-22,18,M08,P05,L04,102,87,4,4
2025-02-22,18,M09,P05,L01,188,138,27,8
2025-02-22,18,M10,P02,L04,184,83,28,0
2025-02-22,19,M01,P03,L05,153,100,15,3
2025-02-22,19,M02,P01,L03,168,191,25,6
2025-02-22,19,M03,P01,L04,165,91,25,4
2025-02-22,19,M04,P04,L04,145,151,28,8
2025-02-22,19,M05,P04,L02,143,122,15,9
2025-02-22,19,M06,P04,L05,159,164,17,7
2025-02-22,19,M07,P05,L01,100,80,8,4
2025-02-22,19,M08,P02,L04,196,131,10,1
2025-02-22,19,M09,P02,L03,187,141,18,1
2025-02-22,19,M10,P03,L01,115,195,20,5
2025-02-22,20,M01,P03,L03,120,122,5,8
2025-02-22,20,M02,P04,L01,136,173,23,6
2025-02-22,20,M03,P01,L04,134,122,25,4
2025-02-22,20,M04,P05,L02,192,82,10,3
2025-02-22,20,M05,P01,L01,140,156,8,0
2025-02-22,20,M06,P04,L01,127,154,11,1
2025-02-22,20,M07,P04,L01,171,136,20,9
2025-02-22,20,M08,P03,L04,134,131,3,9
2025-02-22,20,M09,P03,L04,101,107,1,4
2025-02-22,20,M10,P04,L04,189,115,7,1
2025-02-22,21,M01,P04,L02,142,118,4,9
2025-02-22,21,M02,P02,L03,115,162,19,4
2025-02-22,21,M03,P01,L03,109,130,4,4
2025-02-22,21,M04,P03,L03,111,110,16,5
2025-02-22,21,M05,P04,L03,146,193,8,5
2025-02-22,21,M06,P01,L05,155,169,22,5
2025-02-22,21,M07,P03,L04,190,160,9,4
2025-02-22,21,M08,P02,L04,148,198,23,4
2025-02-22,21,M09,P03,L04,198,134,21,0
2025-02-22,21,M10,P03,L05,159,110,19,5
2025-02-22,22,M01,P04,L01,133,155,7,0
2025-02-22,22,M02,P03,L04,102,100,6,5
2025-02-22,22,M03,P03,L01,104,148,18,9
2025-02-22,22,M04,P05,L01,147,184,5,4
2025-02-22,22,M05,P04,L04,184,129,15,7
2025-02-22,22,M06,P01,L04,107,154,16,8
2025-02-22,22,M07,P05,L01,116,130,1,1
2025-02-22,22,M08,P04,L04,115,162,14,6
2025-02-22,22,M09,P05,L01,151,150,14,0
2025-02-22,22,M10,P03,L02,163,164,23,4
2025-02-22,23,M01,P01,L04,128,97,25,2
2025-02-22,23,M02,P02,L02,115,120,20,0
2025-02-22,23,M03,P03,L03,190,110,12,7
2025-02-22,23,M04,P03,L03,108,117,3,8
2025-02-22,23,M05,P01,L03,146,193,25,5
2025-02-22,23,M06,P04,L03,150,137,15,5
2025-02-22,23,M07,P04,L03,146,94,14,7
2025-02-22,23,M08,P04,L01,194,81,14,7
2025-02-22,23,M09,P05,L03,156,147,11,9
2025-02-22,23,M10,P03,L04,173,108,27,2
2025-02-22,24,M01,P03,L03,112,196,24,1
2025-02-22,24,M02,P02,L04,158,191,23,3
2025-02-22,24,M03,P02,L01,102,123,22,2
2025-02-22,24,M04,P02,L05,130,199,3,0
2025-02-22,24,M05,P04,L04,130,151,24,0
2025-02-22,24,M06,P03,L04,164,164,16,3
2025-02-22,24,M07,P02,L04,192,153,8,1
2025-02-22,24,M08,P03,L04,100,139,0,1
2025-02-22,24,M09,P01,L02,121,160,9,8
2025-02-22,24,M10,P01,L02,166,160,8,7
2025-02-23,1,M01,P03,L04,197,81,12,2
2025-02-23,1,M02,P04,L01,163,105,22,1
2025-02-23,1,M03,P04,L04,177,85,10,3
2025-02-23,1,M04,P01,L04,115,149,7,9
2025-02-23,1,M05,P01,L04,103,127,1,3
2025-02-23,1,M06,P03,L05,127,109,28,4
2025-02-23,1,M07,P03,L02,149,168,29,2
2025-02-23,1,M08,P03,L01,104,174,24,2
2025-02-23,1,M09,P01,L03,178,118,23,1
2025-02-23,1,M10,P01,L02,199,80,29,8
2025-02-23,2,M01,P01,L01,165,184,12,3
2025-02-23,2,M02,P05,L04,186,91,9,4
2025-02-23,2,M03,P05,L04,132,166,3,1
2025-02-23,2,M04,P03,L02,127,168,21,3
2025-02-23,2,M05,P01,L02,165,179,13,0
2025-02-23,2,M06,P03,L01,132,175,19,5
2025-02-23,2,M07,P05,L05,188,188,13,1
2025-02-23,2,M08,P04,L02,134,147,8,5
2025-02-23,2,M09,P01,L05,184,104,8,0
2025-02-23,2,M10,P03,L01,195,151,2,0
2025-02-23,3,M01,P01,L04,164,179,7,0
2025-02-23,3,M02,P02,L02,143,197,15,4
2025-02-23,3,M03,P01,L01,156,92,12,2
2025-02-23,3,M04,P04,L04,162,199,25,3
2025-02-23,3,M05,P04,L04,154,174,23,3
2025-02-23,3,M06,P02,L03,160,159,5,0
2025-02-23,3,M07,P02,L05,104,163,15,2
2025-02-23,3,M08,P02,L03,142,189,9,7
2025-02-23,3,M09,P02,L02,185,100,1,8
2025-02-23,3,M10,P05,L05,124,148,28,5
2025-02-23,4,M01,P01,L03,146,173,23,8
2025-02-23,4,M02,P01,L01,149,163,25,4
2025-02-23,4,M03,P04,L05,144,96,7,2
2025-02-23,4,M04,P02,L01,158,175,0,9
2025-02-23,4,M05,P01,L03,150,103,15,3
2025-02-23,4,M06,P03,L02,187,190,6,0
2025-02-23,4,M07,P05,L04,128,89,8,6
2025-02-23,4,M08,P01,L04,123,159,3,6
2025-02-23,4,M09,P02,L05,125,128,11,5
2025-02-23,4,M10,P03,L04,141,131,16,9
2025-02-23,5,M01,P03,L02,186,113,11,3
2025-02-23,5,M02,P04,L04,118,127,1,7
2025-02-23,5,M03,P02,L02,115,150,26,2
